AFFYMETRIX_3PRIME_IVT_ID	Name	Species
1560439_at	leucine rich repeat and Ig domain containing 3(LINGO3)	Homo sapiens
201049_s_at	ribosomal protein S18(RPS18)	Homo sapiens
202649_x_at	ribosomal protein S19(RPS19)	Homo sapiens
202648_at	ribosomal protein S19(RPS19)	Homo sapiens
1563099_at	uncharacterized LOC100507053(LOC100507053)	Homo sapiens
1559240_at	uncharacterized LOC100507053(LOC100507053)	Homo sapiens
1553311_at	long intergenic non-protein coding RNA 2910(LINC02910)	Homo sapiens
200949_x_at	ribosomal protein S20(RPS20)	Homo sapiens
1562051_at	MIR646 host gene(MIR646HG)	Homo sapiens
1559034_at	signal regulatory protein beta 2(SIRPB2)	Homo sapiens
1569371_at	leucine rich repeat containing 59(LRRC59)	Homo sapiens
200834_s_at	ribosomal protein S21(RPS21)	Homo sapiens
200926_at	ribosomal protein S23(RPS23)	Homo sapiens
1555878_at	ribosomal protein S24(RPS24)	Homo sapiens
200061_s_at	ribosomal protein S24(RPS24)	Homo sapiens
200091_s_at	ribosomal protein S25(RPS25)	Homo sapiens
1558144_at	maternally expressed 3(MEG3)	Homo sapiens
200741_s_at	ribosomal protein S27(RPS27)	Homo sapiens
1558862_at	NBPF member 5, pseudogene(NBPF5P)	Homo sapiens
200017_at	ribosomal protein S27a(RPS27A)	Homo sapiens
201094_at	ribosomal protein S29(RPS29)	Homo sapiens
204802_at	RRAD, Ras related glycolysis inhibitor and calcium channel regulator(RRAD)	Homo sapiens
204803_s_at	RRAD, Ras related glycolysis inhibitor and calcium channel regulator(RRAD)	Homo sapiens
201204_s_at	ribosome binding protein 1(RRBP1)	Homo sapiens
201203_s_at	ribosome binding protein 1(RRBP1)	Homo sapiens
201206_s_at	ribosome binding protein 1(RRBP1)	Homo sapiens
203704_s_at	ras responsive element binding protein 1(RREB1)	Homo sapiens
1553815_a_at	transcription elongation factor A N-terminal and central domain containing(TCEANC)	Homo sapiens
1563862_at	transcription elongation factor A N-terminal and central domain containing(TCEANC)	Homo sapiens
1563863_x_at	transcription elongation factor A N-terminal and central domain containing(TCEANC)	Homo sapiens
1561679_at	uncharacterized LOC105373223(LOC105373223)	Homo sapiens
201476_s_at	ribonucleotide reductase catalytic subunit M1(RRM1)	Homo sapiens
201477_s_at	ribonucleotide reductase catalytic subunit M1(RRM1)	Homo sapiens
201890_at	ribonucleotide reductase regulatory subunit M2(RRM2)	Homo sapiens
1558481_s_at	TMCC1 divergent transcript(TMCC1-DT)	Homo sapiens
1558480_at	TMCC1 divergent transcript(TMCC1-DT)	Homo sapiens
1557620_a_at	coiled-coil domain containing 38(CCDC38)	Homo sapiens
1557610_at	PITRM1 antisense RNA 1(PITRM1-AS1)	Homo sapiens
201975_at	CAP-Gly domain containing linker protein 1(CLIP1)	Homo sapiens
1568012_at	CAP-Gly domain containing linker protein 1(CLIP1)	Homo sapiens
1558924_s_at	CAP-Gly domain containing linker protein 1(CLIP1)	Homo sapiens
1569543_at	Ras suppressor protein 1(RSU1)	Homo sapiens
201980_s_at	Ras suppressor protein 1(RSU1)	Homo sapiens
1560937_at	Ras suppressor protein 1(RSU1)	Homo sapiens
1560228_at	snail family transcriptional repressor 3(SNAI3)	Homo sapiens
203485_at	reticulon 1(RTN1)	Homo sapiens
204217_s_at	reticulon 2(RTN2)	Homo sapiens
1557483_at	uncharacterized LOC284788(LOC284788)	Homo sapiens
202449_s_at	retinoid X receptor alpha(RXRA)	Homo sapiens
202426_s_at	retinoid X receptor alpha(RXRA)	Homo sapiens
1553927_at	chromosome 7 open reading frame 33(C7orf33)	Homo sapiens
205954_at	retinoid X receptor gamma(RXRG)	Homo sapiens
202853_s_at	receptor like tyrosine kinase(RYK)	Homo sapiens
205485_at	ryanodine receptor 1(RYR1)	Homo sapiens
206306_at	ryanodine receptor 3(RYR3)	Homo sapiens
1561978_at	uncharacterized LOC284798(LOC284798)	Homo sapiens
205334_at	S100 calcium binding protein A1(S100A1)	Homo sapiens
1556722_a_at	chromosome 20 open reading frame 203(C20orf203)	Homo sapiens
1556721_at	chromosome 20 open reading frame 203(C20orf203)	Homo sapiens
204268_at	S100 calcium binding protein A2(S100A2)	Homo sapiens
206027_at	S100 calcium binding protein A3(S100A3)	Homo sapiens
203186_s_at	S100 calcium binding protein A4(S100A4)	Homo sapiens
1555400_at	PP565(LOC645261)	Homo sapiens
205916_at	S100 calcium binding protein A7(S100A7)	Homo sapiens
202917_s_at	S100 calcium binding protein A8(S100A8)	Homo sapiens
203535_at	S100 calcium binding protein A9(S100A9)	Homo sapiens
200872_at	S100 calcium binding protein A10(S100A10)	Homo sapiens
1559665_at	long intergenic non-protein coding RNA 2318(LINC02318)	Homo sapiens
200660_at	S100 calcium binding protein A11(S100A11)	Homo sapiens
205863_at	S100 calcium binding protein A12(S100A12)	Homo sapiens
202598_at	S100 calcium binding protein A13(S100A13)	Homo sapiens
1561521_at	S100 calcium binding protein B(S100B)	Homo sapiens
204351_at	S100 calcium binding protein P(S100P)	Homo sapiens
1553879_a_at	glutamic-oxaloacetic transaminase 1 like 1(GOT1L1)	Homo sapiens
1553878_at	glutamic-oxaloacetic transaminase 1 like 1(GOT1L1)	Homo sapiens
1553629_a_at	family with sequence similarity 71 member B(FAM71B)	Homo sapiens
1555585_a_at	family with sequence similarity 71 member B(FAM71B)	Homo sapiens
1555586_at	family with sequence similarity 71 member B(FAM71B)	Homo sapiens
1553720_a_at	APC membrane recruitment protein 2(AMER2)	Homo sapiens
201748_s_at	scaffold attachment factor B(SAFB)	Homo sapiens
201747_s_at	scaffold attachment factor B(SAFB)	Homo sapiens
206671_at	S-antigen visual arrestin(SAG)	Homo sapiens
205942_s_at	acyl-CoA synthetase medium chain family member 3(ACSM3)	Homo sapiens
206893_at	spalt like transcription factor 1(SALL1)	Homo sapiens
1556341_s_at	mitogen-activated protein kinase 12(MAPK12)	Homo sapiens
1556340_at	mitogen-activated protein kinase 12(MAPK12)	Homo sapiens
206106_at	mitogen-activated protein kinase 12(MAPK12)	Homo sapiens
200802_at	seryl-tRNA synthetase 1(SARS1)	Homo sapiens
203226_s_at	tetraspanin 31(TSPAN31)	Homo sapiens
203227_s_at	tetraspanin 31(TSPAN31)	Homo sapiens
203455_s_at	spermidine/spermine N1-acetyltransferase 1(SAT1)	Homo sapiens
1558281_a_at	transmembrane protein 184A(TMEM184A)	Homo sapiens
203408_s_at	SATB homeobox 1(SATB1)	Homo sapiens
1563088_a_at	apoptosis associated transcript in bladder cancer(AATBC)	Homo sapiens
203231_s_at	ataxin 1(ATXN1)	Homo sapiens
1559249_at	ataxin 1(ATXN1)	Homo sapiens
203232_s_at	ataxin 1(ATXN1)	Homo sapiens
202622_s_at	ataxin 2(ATXN2)	Homo sapiens
1554333_at	DnaJ heat shock protein family (Hsp40) member A4(DNAJA4)	Homo sapiens
1554334_a_at	DnaJ heat shock protein family (Hsp40) member A4(DNAJA4)	Homo sapiens
204516_at	ataxin 7(ATXN7)	Homo sapiens
1563142_at	uncharacterized LOC105373418(LOC105373418)	Homo sapiens
1562317_at	family with sequence similarity 186 member A(FAM186A)	Homo sapiens
200832_s_at	stearoyl-CoA desaturase(SCD)	Homo sapiens
200831_s_at	stearoyl-CoA desaturase(SCD)	Homo sapiens
205131_x_at	C-type lectin domain containing 11A(CLEC11A)	Homo sapiens
1558968_at	Scm polycomb group protein like 1(SCML1)	Homo sapiens
1555246_a_at	sodium voltage-gated channel alpha subunit 1(SCN1A)	Homo sapiens
205508_at	sodium voltage-gated channel beta subunit 1(SCN1B)	Homo sapiens
206381_at	sodium voltage-gated channel alpha subunit 2(SCN2A)	Homo sapiens
1561820_at	sodium voltage-gated channel alpha subunit 8(SCN8A)	Homo sapiens
203453_at	sodium channel epithelial 1 subunit alpha(SCNN1A)	Homo sapiens
205464_at	sodium channel epithelial 1 subunit beta(SCNN1B)	Homo sapiens
1564109_at	long intergenic non-protein coding RNA 2891(LINC02891)	Homo sapiens
1561558_at	PRKG1 antisense RNA 1(PRKG1-AS1)	Homo sapiens
201339_s_at	sterol carrier protein 2(SCP2)	Homo sapiens
1557405_at	uncharacterized LOC100130111(LOC100130111)	Homo sapiens
1557406_s_at	uncharacterized LOC100130111(LOC100130111)	Homo sapiens
1565738_at	secretin receptor(SCTR)	Homo sapiens
1565737_at	secretin receptor(SCTR)	Homo sapiens
1557046_x_at	long intergenic non-protein coding RNA 665(LINC00665)	Homo sapiens
1557044_at	long intergenic non-protein coding RNA 665(LINC00665)	Homo sapiens
206827_s_at	transient receptor potential cation channel subfamily V member 6(TRPV6)	Homo sapiens
1559405_a_at	transient receptor potential cation channel subfamily V member 6(TRPV6)	Homo sapiens
204103_at	C-C motif chemokine ligand 4(CCL4)	Homo sapiens
1405_i_at	C-C motif chemokine ligand 5(CCL5)	Homo sapiens
1555759_a_at	C-C motif chemokine ligand 5(CCL5)	Homo sapiens
204655_at	C-C motif chemokine ligand 5(CCL5)	Homo sapiens
1564561_at	long intergenic non-protein coding RNA 1442(LINC01442)	Homo sapiens
206407_s_at	C-C motif chemokine ligand 13(CCL13)	Homo sapiens
205476_at	C-C motif chemokine ligand 20(CCL20)	Homo sapiens
1556316_s_at	MIF antisense RNA 1(MIF-AS1)	Homo sapiens
1557733_a_at	CHRM3 antisense RNA 2(CHRM3-AS2)	Homo sapiens
204606_at	C-C motif chemokine ligand 21(CCL21)	Homo sapiens
1555871_at	TTC28 antisense RNA 1(TTC28-AS1)	Homo sapiens
1565812_at	tripartite motif containing 36(TRIM36)	Homo sapiens
1565814_at	tripartite motif containing 36(TRIM36)	Homo sapiens
206336_at	C-X-C motif chemokine ligand 6(CXCL6)	Homo sapiens
1562030_at	uncharacterized LOC284898(LOC284898)	Homo sapiens
206366_x_at	X-C motif chemokine ligand 1(XCL1)	Homo sapiens
206365_at	X-C motif chemokine ligand 1(XCL1)	Homo sapiens
203687_at	C-X3-C motif chemokine ligand 1(CX3CL1)	Homo sapiens
1568625_at	SV2 related protein(SVOP)	Homo sapiens
1564787_at	ELMO domain containing 1(ELMOD1)	Homo sapiens
201287_s_at	syndecan 1(SDC1)	Homo sapiens
201286_at	syndecan 1(SDC1)	Homo sapiens
202071_at	syndecan 4(SDC4)	Homo sapiens
1569659_at	lncRNA upregulator of antiviral response interferon signaling(LUARIS)	Homo sapiens
200958_s_at	syndecan binding protein(SDCBP)	Homo sapiens
203666_at	C-X-C motif chemokine ligand 12(CXCL12)	Homo sapiens
203090_at	stromal cell derived factor 2(SDF2)	Homo sapiens
1552860_at	elongin A3 family member D, pseudogene(ELOA3DP)	Homo sapiens
1566899_at	succinate dehydrogenase complex flavoprotein subunit A(SDHA)	Homo sapiens
201093_x_at	succinate dehydrogenase complex flavoprotein subunit A(SDHA)	Homo sapiens
1566898_at	succinate dehydrogenase complex flavoprotein subunit A(SDHA)	Homo sapiens
202675_at	succinate dehydrogenase complex iron sulfur subunit B(SDHB)	Homo sapiens
202004_x_at	succinate dehydrogenase complex subunit C(SDHC)	Homo sapiens
1558858_at	lncRNA bladder and prostate cancer suppressor, hnRNPK interacting(LNC-LBCS)	Homo sapiens
202026_at	succinate dehydrogenase complex subunit D(SDHD)	Homo sapiens
202082_s_at	SEC14 like lipid binding 1(SEC14L1)	Homo sapiens
202083_s_at	SEC14 like lipid binding 1(SEC14L1)	Homo sapiens
202084_s_at	SEC14 like lipid binding 1(SEC14L1)	Homo sapiens
1562349_at	trafficking protein particle complex subunit 2(TRAPPC2)	Homo sapiens
202063_s_at	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase(SEL1L)	Homo sapiens
202064_s_at	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase(SEL1L)	Homo sapiens
202061_s_at	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase(SEL1L)	Homo sapiens
202062_s_at	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase(SEL1L)	Homo sapiens
1553549_at	vomeronasal 1 receptor 2(VN1R2)	Homo sapiens
1570486_at	SRY-box transcription factor 6(SOX6)	Homo sapiens
1563454_at	SRY-box transcription factor 6(SOX6)	Homo sapiens
206211_at	selectin E(SELE)	Homo sapiens
204563_at	selectin L(SELL)	Homo sapiens
1553560_at	vomeronasal 1 receptor 4(VN1R4)	Homo sapiens
206049_at	selectin P(SELP)	Homo sapiens
204142_at	enolase superfamily member 1(ENOSF1)	Homo sapiens
204143_s_at	enolase superfamily member 1(ENOSF1)	Homo sapiens
206832_s_at	semaphorin 3F(SEMA3F)	Homo sapiens
1563009_at	uncharacterized LOC284930(LOC284930)	Homo sapiens
1564446_at	uncharacterized LOC284930(LOC284930)	Homo sapiens
203623_at	plexin A3(PLXNA3)	Homo sapiens
1567519_at	plexin A3(PLXNA3)	Homo sapiens
1553139_s_at	plexin A3(PLXNA3)	Homo sapiens
206442_at	semenogelin 1(SEMG1)	Homo sapiens
1564823_at	CDC42 binding protein kinase gamma(CDC42BPG)	Homo sapiens
1569044_at	CDC42 binding protein kinase gamma(CDC42BPG)	Homo sapiens
204114_at	nidogen 2(NID2)	Homo sapiens
203073_at	component of oligomeric golgi complex 2(COG2)	Homo sapiens
1553550_at	vomeronasal 1 receptor 5 (gene/pseudogene)(VN1R5)	Homo sapiens
206715_at	transcription factor EC(TFEC)	Homo sapiens
205494_at	zinc finger protein 821(ZNF821)	Homo sapiens
201427_s_at	selenoprotein P(SELENOP)	Homo sapiens
1556043_a_at	TTN antisense RNA 1(TTN-AS1)	Homo sapiens
1560803_at	dynein axonemal heavy chain 3(DNAH3)	Homo sapiens
1563290_at	dynein axonemal heavy chain 3(DNAH3)	Homo sapiens
201194_at	selenoprotein W(SELENOW)	Homo sapiens
1555851_s_at	selenoprotein W(SELENOW)	Homo sapiens
1555554_at	BPI fold containing family A member 4, pseudogene(BPIFA4P)	Homo sapiens
203265_s_at	mitogen-activated protein kinase kinase 4(MAP2K4)	Homo sapiens
203266_s_at	mitogen-activated protein kinase kinase 4(MAP2K4)	Homo sapiens
1554819_a_at	integrin subunit alpha 11(ITGA11)	Homo sapiens
1555676_s_at	GS homeobox 1(GSX1)	Homo sapiens
1563680_at	uncharacterized LOC284950(LOC284950)	Homo sapiens
200631_s_at	SET nuclear proto-oncogene(SET)	Homo sapiens
200630_x_at	SET nuclear proto-oncogene(SET)	Homo sapiens
1552424_at	kelch like family member 10(KLHL10)	Homo sapiens
1552425_a_at	kelch like family member 10(KLHL10)	Homo sapiens
206554_x_at	SET domain and mariner transposase fusion gene(SETMAR)	Homo sapiens
1554060_s_at	SET domain and mariner transposase fusion gene(SETMAR)	Homo sapiens
1554059_at	SET domain and mariner transposase fusion gene(SETMAR)	Homo sapiens
201585_s_at	splicing factor proline and glutamine rich(SFPQ)	Homo sapiens
201586_s_at	splicing factor proline and glutamine rich(SFPQ)	Homo sapiens
202035_s_at	secreted frizzled related protein 1(SFRP1)	Homo sapiens
202036_s_at	secreted frizzled related protein 1(SFRP1)	Homo sapiens
202037_s_at	secreted frizzled related protein 1(SFRP1)	Homo sapiens
1555060_a_at	IKAROS family zinc finger 2(IKZF2)	Homo sapiens
206538_at	muscle RAS oncogene homolog(MRAS)	Homo sapiens
204052_s_at	secreted frizzled related protein 4(SFRP4)	Homo sapiens
204051_s_at	secreted frizzled related protein 4(SFRP4)	Homo sapiens
204998_s_at	activating transcription factor 5(ATF5)	Homo sapiens
204999_s_at	activating transcription factor 5(ATF5)	Homo sapiens
1562916_at	long intergenic non-protein coding RNA 102(LINC00102)	Homo sapiens
1562019_at	5'-nucleotidase domain containing 4(NT5DC4)	Homo sapiens
1560204_at	5'-nucleotidase domain containing 4(NT5DC4)	Homo sapiens
1562020_s_at	5'-nucleotidase domain containing 4(NT5DC4)	Homo sapiens
201741_x_at	serine and arginine rich splicing factor 1(SRSF1)	Homo sapiens
201742_x_at	serine and arginine rich splicing factor 1(SRSF1)	Homo sapiens
200754_x_at	serine and arginine rich splicing factor 2(SRSF2)	Homo sapiens
200753_x_at	serine and arginine rich splicing factor 2(SRSF2)	Homo sapiens
202899_s_at	serine and arginine rich splicing factor 3(SRSF3)	Homo sapiens
201696_at	serine and arginine rich splicing factor 4(SRSF4)	Homo sapiens
203380_x_at	serine and arginine rich splicing factor 5(SRSF5)	Homo sapiens
206108_s_at	serine and arginine rich splicing factor 6(SRSF6)	Homo sapiens
201129_at	serine and arginine rich splicing factor 7(SRSF7)	Homo sapiens
1559492_at	GIHCG inhibitor of miR-200b/200a/429 expression(GIHCG)	Homo sapiens
202775_s_at	splicing factor SWAP(SFSWAP)	Homo sapiens
202773_s_at	splicing factor SWAP(SFSWAP)	Homo sapiens
202774_s_at	splicing factor SWAP(SFSWAP)	Homo sapiens
200893_at	transformer 2 beta homolog(TRA2B)	Homo sapiens
200892_s_at	transformer 2 beta homolog(TRA2B)	Homo sapiens
206221_at	RAS p21 protein activator 3(RASA3)	Homo sapiens
206220_s_at	RAS p21 protein activator 3(RASA3)	Homo sapiens
203346_s_at	metal response element binding transcription factor 2(MTF2)	Homo sapiens
203347_s_at	metal response element binding transcription factor 2(MTF2)	Homo sapiens
203345_s_at	metal response element binding transcription factor 2(MTF2)	Homo sapiens
205543_at	heat shock protein family A (Hsp70) member 4 like(HSPA4L)	Homo sapiens
1556194_a_at	heat shock protein family A (Hsp70) member 4 like(HSPA4L)	Homo sapiens
205982_x_at	surfactant protein C(SFTPC)	Homo sapiens
1555426_a_at	OTU deubiquitinase 5(OTUD5)	Homo sapiens
205545_x_at	DnaJ heat shock protein family (Hsp40) member C8(DNAJC8)	Homo sapiens
205120_s_at	sarcoglycan beta(SGCB)	Homo sapiens
205121_at	sarcoglycan beta(SGCB)	Homo sapiens
203250_at	SR-related CTD associated factor 8(SCAF8)	Homo sapiens
1566127_at	uncharacterized LOC105373547(LOC105373547)	Homo sapiens
1554125_a_at	neuroligin 4 Y-linked(NLGN4Y)	Homo sapiens
201739_at	serum/glucocorticoid regulated kinase 1(SGK1)	Homo sapiens
1556936_at	GAS1 adjacent regulatory RNA(GAS1RR)	Homo sapiens
203889_at	secretogranin V(SCG5)	Homo sapiens
206006_s_at	centrosomal protein 162(CEP162)	Homo sapiens
206005_s_at	centrosomal protein 162(CEP162)	Homo sapiens
1555083_at	ribosomal protein L13a pseudogene 17(RPL13AP17)	Homo sapiens
204293_at	N-sulfoglucosamine sulfohydrolase(SGSH)	Homo sapiens
1560727_at	HEAT repeat containing 4(HEATR4)	Homo sapiens
201396_s_at	small glutamine rich tetratricopeptide repeat co-chaperone alpha(SGTA)	Homo sapiens
205594_at	zinc finger protein 652(ZNF652)	Homo sapiens
204979_s_at	SH3 domain binding glutamate rich protein(SH3BGR)	Homo sapiens
201312_s_at	SH3 domain binding glutamate rich protein like(SH3BGRL)	Homo sapiens
201311_s_at	SH3 domain binding glutamate rich protein like(SH3BGRL)	Homo sapiens
202976_s_at	Rho related BTB domain containing 3(RHOBTB3)	Homo sapiens
202975_s_at	Rho related BTB domain containing 3(RHOBTB3)	Homo sapiens
1561085_at	uncharacterized LOC153910(LOC153910)	Homo sapiens
1562939_at	capping protein regulator and myosin 1 linker 1(CARMIL1)	Homo sapiens
1558931_at	capping protein regulator and myosin 1 linker 1(CARMIL1)	Homo sapiens
203642_s_at	cordon-bleu WH2 repeat protein like 1(COBLL1)	Homo sapiens
203641_s_at	cordon-bleu WH2 repeat protein like 1(COBLL1)	Homo sapiens
1552799_at	t-SNARE domain containing 1(TSNARE1)	Homo sapiens
1557279_at	intersectin 1(ITSN1)	Homo sapiens
1557280_s_at	intersectin 1(ITSN1)	Homo sapiens
203286_at	ring finger protein 44(RNF44)	Homo sapiens
1557219_at	long intergenic non-protein coding RNA 2475(LINC02475)	Homo sapiens
202571_s_at	DLG associated protein 4(DLGAP4)	Homo sapiens
202572_s_at	DLG associated protein 4(DLGAP4)	Homo sapiens
202570_s_at	DLG associated protein 4(DLGAP4)	Homo sapiens
1557394_at	DLG associated protein 4(DLGAP4)	Homo sapiens
201851_at	SH3 domain containing GRB2 like 1, endophilin A2(SH3GL1)	Homo sapiens
205751_at	SH3 domain containing GRB2 like 2, endophilin A1(SH3GL2)	Homo sapiens
203883_s_at	RAB11 family interacting protein 2(RAB11FIP2)	Homo sapiens
203884_s_at	RAB11 family interacting protein 2(RAB11FIP2)	Homo sapiens
205637_s_at	SH3 domain containing GRB2 like 3, endophilin A3(SH3GL3)	Homo sapiens
205636_at	SH3 domain containing GRB2 like 3, endophilin A3(SH3GL3)	Homo sapiens
1554217_a_at	VPS50 subunit of EARP/GARPII complex(VPS50)	Homo sapiens
1554216_at	VPS50 subunit of EARP/GARPII complex(VPS50)	Homo sapiens
1566253_at	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1(SH3GL1P1)	Homo sapiens
1566251_at	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1(SH3GL1P1)	Homo sapiens
205938_at	protein phosphatase, Mg2+/Mn2+ dependent 1E(PPM1E)	Homo sapiens
201245_s_at	OTU deubiquitinase, ubiquitin aldehyde binding 1(OTUB1)	Homo sapiens
201246_s_at	OTU deubiquitinase, ubiquitin aldehyde binding 1(OTUB1)	Homo sapiens
1567028_s_at	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2(SH3GL1P2)	Homo sapiens
1567027_at	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2(SH3GL1P2)	Homo sapiens
1567030_at	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2(SH3GL1P2)	Homo sapiens
206774_at	FERM and PDZ domain containing 1(FRMPD1)	Homo sapiens
204488_at	dolichol kinase(DOLK)	Homo sapiens
204656_at	SH2 domain containing adaptor protein B(SHB)	Homo sapiens
1557458_s_at	SH2 domain containing adaptor protein B(SHB)	Homo sapiens
204657_s_at	SH2 domain containing adaptor protein B(SHB)	Homo sapiens
203940_s_at	vasohibin 1(VASH1)	Homo sapiens
1556423_at	vasohibin 1(VASH1)	Homo sapiens
206225_at	zinc finger protein 507(ZNF507)	Homo sapiens
205435_s_at	AP2 associated kinase 1(AAK1)	Homo sapiens
205434_s_at	AP2 associated kinase 1(AAK1)	Homo sapiens
201469_s_at	SHC adaptor protein 1(SHC1)	Homo sapiens
205773_at	cytoplasmic polyadenylation element binding protein 3(CPEB3)	Homo sapiens
1555250_a_at	cytoplasmic polyadenylation element binding protein 3(CPEB3)	Homo sapiens
202039_at	myosin XVIIIA(MYO18A)	Homo sapiens
1570274_at	serine protease 55(PRSS55)	Homo sapiens
203321_s_at	ADNP homeobox 2(ADNP2)	Homo sapiens
203322_at	ADNP homeobox 2(ADNP2)	Homo sapiens
205705_at	ankyrin repeat domain 26(ANKRD26)	Homo sapiens
205706_s_at	ankyrin repeat domain 26(ANKRD26)	Homo sapiens
1553459_at	coiled-coil domain containing 150(CCDC150)	Homo sapiens
1561985_at	chromosome 14 open reading frame 39(C14orf39)	Homo sapiens
206223_at	lemur tyrosine kinase 2(LMTK2)	Homo sapiens
203701_s_at	tRNA methyltransferase 1(TRMT1)	Homo sapiens
206713_at	netrin G1(NTNG1)	Homo sapiens
1552717_s_at	centrosomal protein 170 pseudogene 1(CEP170P1)	Homo sapiens
1569245_at	chromosome 8 open reading frame 74(C8orf74)	Homo sapiens
1569246_a_at	chromosome 8 open reading frame 74(C8orf74)	Homo sapiens
206555_s_at	THUMP domain containing 1(THUMPD1)	Homo sapiens
203044_at	chondroitin sulfate synthase 1(CHSY1)	Homo sapiens
204569_at	ciliogenesis associated kinase 1(CILK1)	Homo sapiens
1552837_at	ciliogenesis associated kinase 1(CILK1)	Homo sapiens
203488_at	adhesion G protein-coupled receptor L1(ADGRL1)	Homo sapiens
1554683_a_at	coiled-coil domain containing 187(CCDC187)	Homo sapiens
1554681_a_at	coiled-coil domain containing 187(CCDC187)	Homo sapiens
206664_at	sucrase-isomaltase(SI)	Homo sapiens
1562256_at	NLR family pyrin domain containing 1(NLRP1)	Homo sapiens
1562257_x_at	NLR family pyrin domain containing 1(NLRP1)	Homo sapiens
202980_s_at	siah E3 ubiquitin protein ligase 1(SIAH1)	Homo sapiens
202981_x_at	siah E3 ubiquitin protein ligase 1(SIAH1)	Homo sapiens
202304_at	fibronectin type III domain containing 3A(FNDC3A)	Homo sapiens
204568_at	autophagy related 14(ATG14)	Homo sapiens
203831_at	R3H domain containing 2(R3HDM2)	Homo sapiens
201998_at	ST6 beta-galactoside alpha-2,6-sialyltransferase 1(ST6GAL1)	Homo sapiens
1554085_at	DEAD-box helicase 51(DDX51)	Homo sapiens
206732_at	SLIT and NTRK like family member 3(SLITRK3)	Homo sapiens
206731_at	connector enhancer of kinase suppressor of Ras 2(CNKSR2)	Homo sapiens
1554607_at	connector enhancer of kinase suppressor of Ras 2(CNKSR2)	Homo sapiens
206583_at	KRAB box domain containing 4(KRBOX4)	Homo sapiens
1554465_s_at	KRAB box domain containing 4(KRBOX4)	Homo sapiens
205346_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 2(ST3GAL2)	Homo sapiens
205976_at	FAST kinase domains 2(FASTKD2)	Homo sapiens
203759_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 4(ST3GAL4)	Homo sapiens
206053_at	zinc finger protein 510(ZNF510)	Homo sapiens
205893_at	neuroligin 1(NLGN1)	Homo sapiens
1555703_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 3(ST3GAL3)	Homo sapiens
1555702_a_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 3(ST3GAL3)	Homo sapiens
1555171_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 3(ST3GAL3)	Homo sapiens
1555181_a_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 3(ST3GAL3)	Homo sapiens
1555678_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 3(ST3GAL3)	Homo sapiens
200945_s_at	SEC31 homolog A, COPII coat complex component(SEC31A)	Homo sapiens
1569536_at	FLVCR heme transporter 2(FLVCR2)	Homo sapiens
204556_s_at	DAZ interacting zinc finger protein 1(DZIP1)	Homo sapiens
204557_s_at	DAZ interacting zinc finger protein 1(DZIP1)	Homo sapiens
1569788_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1(ST8SIA1)	Homo sapiens
205093_at	pleckstrin homology domain containing A6(PLEKHA6)	Homo sapiens
204160_s_at	ectonucleotide pyrophosphatase/phosphodiesterase 4(ENPP4)	Homo sapiens
204161_s_at	ectonucleotide pyrophosphatase/phosphodiesterase 4(ENPP4)	Homo sapiens
205339_at	STIL centriolar assembly protein(STIL)	Homo sapiens
203607_at	inositol polyphosphate-5-phosphatase F(INPP5F)	Homo sapiens
206876_at	SIM bHLH transcription factor 1(SIM1)	Homo sapiens
1556300_s_at	SIM bHLH transcription factor 1(SIM1)	Homo sapiens
1552796_a_at	SIM bHLH transcription factor 1(SIM1)	Homo sapiens
202519_at	MLX interacting protein(MLXIP)	Homo sapiens
1554886_a_at	MLX interacting protein(MLXIP)	Homo sapiens
1552266_at	ADAM metallopeptidase domain 32(ADAM32)	Homo sapiens
1557900_at	SIM bHLH transcription factor 2(SIM2)	Homo sapiens
206558_at	SIM bHLH transcription factor 2(SIM2)	Homo sapiens
204164_at	signal-induced proliferation-associated 1(SIPA1)	Homo sapiens
203644_s_at	MON1 homolog B, secretory trafficking associated(MON1B)	Homo sapiens
1569952_x_at	syndecan binding protein pseudogene 2(SDCBPP2)	Homo sapiens
1553706_at	HtrA serine peptidase 4(HTRA4)	Homo sapiens
205817_at	SIX homeobox 1(SIX1)	Homo sapiens
203956_at	MORC family CW-type zinc finger 2(MORC2)	Homo sapiens
206634_at	SIX homeobox 3(SIX3)	Homo sapiens
204672_s_at	ankyrin repeat domain 6(ANKRD6)	Homo sapiens
